frame,timestamp,player_1_x_pixel,player_1_y_pixel,player_1_x_meter,player_1_y_meter,player_1_kp_left_shoulder_x,player_1_kp_left_shoulder_y,player_1_kp_right_shoulder_x,player_1_kp_right_shoulder_y,player_1_kp_left_elbow_x,player_1_kp_left_elbow_y,player_1_kp_right_elbow_x,player_1_kp_right_elbow_y,player_1_kp_left_wrist_x,player_1_kp_left_wrist_y,player_1_kp_right_wrist_x,player_1_kp_right_wrist_y,player_1_kp_left_hip_x,player_1_kp_left_hip_y,player_1_kp_right_hip_x,player_1_kp_right_hip_y,player_1_kp_left_knee_x,player_1_kp_left_knee_y,player_1_kp_right_knee_x,player_1_kp_right_knee_y,player_1_kp_left_ankle_x,player_1_kp_left_ankle_y,player_1_kp_right_ankle_x,player_1_kp_right_ankle_y,player_2_x_pixel,player_2_y_pixel,player_2_x_meter,player_2_y_meter,player_2_kp_left_shoulder_x,player_2_kp_left_shoulder_y,player_2_kp_right_shoulder_x,player_2_kp_right_shoulder_y,player_2_kp_left_elbow_x,player_2_kp_left_elbow_y,player_2_kp_right_elbow_x,player_2_kp_right_elbow_y,player_2_kp_left_wrist_x,player_2_kp_left_wrist_y,player_2_kp_right_wrist_x,player_2_kp_right_wrist_y,player_2_kp_left_hip_x,player_2_kp_left_hip_y,player_2_kp_right_hip_x,player_2_kp_right_hip_y,player_2_kp_left_knee_x,player_2_kp_left_knee_y,player_2_kp_right_knee_x,player_2_kp_right_knee_y,player_2_kp_left_ankle_x,player_2_kp_left_ankle_y,player_2_kp_right_ankle_x,player_2_kp_right_ankle_y,ball_x,ball_y,is_wall_hit,is_racket_hit,racket_hit_player_id,wall_hit_x_pixel,wall_hit_y_pixel,wall_hit_x_meter,wall_hit_y_meter,is_rally_frame,rally_id,stroke_type,shot_type,shot_direction,shot_depth
156,2.6,623.1017145357955,670.8624324984503,3.05577320055667,9.0185465075396,615.1553955078125,496.29473876953125,580.1275024414062,508.76678466796875,640.4150390625,542.8929443359375,600.80078125,563.807861328125,611.3252563476562,583.0014038085938,601.8294677734375,582.767822265625,674.2652587890625,538.682373046875,647.8150634765625,543.0745849609375,656.3854370117188,602.4232177734375,615.9364013671875,599.4793090820312,687.3140258789062,658.781494140625,640.7379760742188,647.248046875,653.6392191339464,503.19495846688267,3.2468177109015457,6.587050360193331,653.4769897460938,344.8230895996094,670.1932983398438,343.64208984375,651.7833862304688,378.02642822265625,684.3692626953125,378.9342346191406,629.5753784179688,392.69622802734375,681.5423583984375,405.1264343261719,665.56640625,411.0146484375,677.4218139648438,409.8702392578125,653.08935546875,457.3516845703125,672.874267578125,455.92413330078125,655.9580078125,506.825439453125,675.8616333007812,503.8338623046875,456.5,530.5,False,False,-1,,,,,True,0,,,,
157,2.6166666666666667,624.5162234736229,670.6538346910729,3.064393672498946,9.01638380674203,613.62451171875,495.49261474609375,582.0237426757812,508.980712890625,639.0843505859375,539.6018676757812,599.0846557617188,563.3532104492188,603.13671875,591.77783203125,599.3170166015625,593.1614990234375,676.446044921875,535.39990234375,652.2978515625,540.2046508789062,658.76513671875,601.585205078125,620.42578125,598.9209594726562,689.7125244140625,658.41064453125,639.5648193359375,646.0575561523438,653.709408225484,501.3652222822719,3.247465084203119,6.550091979744707,652.7879638671875,344.875,669.9945068359375,344.6944580078125,652.872314453125,378.5157165527344,683.8585815429688,379.9425048828125,628.8193969726562,394.1163330078125,680.1113891601562,405.76959228515625,666.7960815429688,410.18212890625,678.4806518554688,410.0167236328125,654.430908203125,455.05462646484375,669.6607666015625,457.12286376953125,669.5841064453125,502.55078125,679.598388671875,504.5963134765625,460.4,523.6,False,False,-1,,,,,True,0,,,,
158,2.6333333333333333,626.2847347678346,670.3505429103127,3.0751646512566886,9.013233991519877,617.0391235351562,500.4827880859375,582.5316162109375,504.0550537109375,636.2191162109375,554.3359375,597.3165283203125,556.927734375,603.5403442382812,594.822509765625,602.5018920898438,596.3410034179688,677.31298828125,536.6324462890625,651.3092041015625,537.6014404296875,655.5567016601562,601.8286743164062,618.181396484375,595.5956420898438,688.0499877929688,658.125,638.6646728515625,644.798095703125,653.5524774319313,499.79932400481096,3.2461439499926685,6.5182445679075975,652.5302124023438,345.3228454589844,668.752197265625,344.3502197265625,651.54345703125,378.5304260253906,684.2306518554688,379.4110107421875,629.6784057617188,392.6186828613281,684.9788818359375,406.86444091796875,664.4041137695312,411.1762390136719,675.8692016601562,410.0162658691406,648.526611328125,459.2047119140625,668.4442749023438,457.6832275390625,653.7594604492188,507.52935791015625,674.69091796875,505.83282470703125,464.3,516.7,False,False,-1,,,,,True,0,,,,
159,2.65,628.31018391327,669.9944138889917,3.0875078076284654,9.009526730512283,619.555419921875,502.96832275390625,582.80859375,509.572998046875,640.180908203125,556.585693359375,600.2791748046875,564.2548217773438,620.7720947265625,592.4400634765625,623.9639282226562,596.8649291992188,676.4530029296875,542.7323608398438,648.7640380859375,545.7473754882812,651.6334838867188,601.7758178710938,614.1708984375,600.6913452148438,686.731689453125,658.4376220703125,635.9318237304688,654.0831909179688,653.1786247483446,498.5373017920146,3.2429378670945086,6.492454017840847,651.6123046875,345.9678649902344,668.4489135742188,344.0882263183594,650.1150512695312,378.7571105957031,684.4398803710938,377.85137939453125,627.3651733398438,392.9747009277344,686.370849609375,405.6651611328125,661.922607421875,412.7306823730469,673.3489990234375,411.2061767578125,654.2481079101562,461.2596435546875,672.0189208984375,458.55657958984375,660.5514526367188,508.70977783203125,676.72705078125,505.75201416015625,468.2,509.8,False,False,-1,,,,,True,0,,,,
160,2.6666666666666665,630.4054504137515,669.602117789772,3.1002840485121146,9.005427719071667,622.7953491210938,505.1226806640625,587.2719116210938,507.6400146484375,640.9998168945312,565.9035034179688,598.6093139648438,564.4962158203125,616.003173828125,588.171630859375,632.128173828125,582.8555297851562,683.6683349609375,537.1449584960938,657.7435302734375,537.4624633789062,648.4867553710938,593.8817138671875,616.4552612304688,587.9131469726562,681.2185668945312,657.5872192382812,645.9628295898438,646.58935546875,652.7186212308111,497.56461066662246,3.2389749829172434,6.472480782098575,651.083251953125,346.31585693359375,667.4772338867188,343.98388671875,649.028564453125,379.9998779296875,683.58984375,377.50482177734375,625.131103515625,396.0464782714844,685.3906860351562,405.3321838378906,661.4916381835938,411.9137878417969,672.7479248046875,410.2332763671875,652.6602783203125,460.8489990234375,671.9059448242188,458.3387451171875,658.7284545898438,507.49407958984375,677.104736328125,504.728271484375,472.1,502.9,False,False,-1,,,,,True,0,,,,
161,2.683333333333333,632.3814743129415,669.1967441844324,3.1123364481890556,9.001176841312079,623.1212768554688,505.3590087890625,585.4365234375,514.7623901367188,642.5234375,554.81298828125,600.3345947265625,568.9356689453125,640.3992309570312,597.2744140625,624.061767578125,594.22216796875,688.3094482421875,531.7545166015625,660.57177734375,535.6475219726562,650.693603515625,587.9259643554688,615.1915283203125,585.470703125,690.0889892578125,654.6281127929688,646.5985107421875,644.4103393554688,652.327047083258,496.76952751801736,3.2355943901559296,6.456033260285595,650.6913452148438,346.3738098144531,666.3462524414062,343.7048034667969,648.4345092773438,379.9603576660156,683.321533203125,376.505126953125,626.23486328125,396.0645446777344,686.1719970703125,404.72601318359375,661.7318725585938,410.55242919921875,672.408935546875,408.82537841796875,651.9819946289062,458.8861999511719,671.1306762695312,456.3743896484375,658.33349609375,504.9735107421875,676.187744140625,502.6300048828125,476.0,496.0,False,False,-1,,,,,True,0,,,,
162,2.7,634.1362310034364,668.8826963502486,3.1230520333365446,8.997877106640463,625.28759765625,506.2247314453125,589.9783325195312,514.5643310546875,642.9343872070312,556.6583862304688,599.7313232421875,572.050537109375,644.8021240234375,603.2174682617188,619.9418334960938,602.9254150390625,694.70703125,529.93115234375,668.3509521484375,531.6250610351562,653.589599609375,592.7138061523438,609.4874267578125,580.4767456054688,693.4208374023438,654.2789916992188,645.1621704101562,627.14990234375,652.077174833418,495.96260734157715,3.2334329129853394,6.439168698722641,649.2566528320312,346.9609680175781,665.6077880859375,344.2705078125,647.4652709960938,380.57623291015625,682.2460327148438,376.64031982421875,624.957275390625,398.11663818359375,685.7509765625,404.98333740234375,661.96826171875,409.3551330566406,673.238525390625,407.6098327636719,650.78564453125,456.0120849609375,670.2676391601562,454.01849365234375,656.4459838867188,500.87359619140625,677.0055541992188,498.9605712890625,479.9,489.1,False,False,-1,,,,,True,0,,,,
163,2.716666666666667,635.6728685376073,668.8224301072833,3.1324731941841994,8.997245959080203,627.163330078125,502.231201171875,593.1564331054688,512.9254760742188,646.8147583007812,549.4148559570312,600.7265625,571.8499145507812,654.5679321289062,603.1241455078125,610.0798950195312,617.5020751953125,685.9260864257812,535.4063110351562,661.9484252929688,538.477783203125,650.8773193359375,592.9783935546875,613.064697265625,587.1966552734375,675.9764404296875,653.8489990234375,641.2898559570312,638.333251953125,651.9456727926762,494.932949498365,3.232289747867741,6.4174468932491475,647.881103515625,346.80029296875,665.8568115234375,344.2819519042969,647.3603515625,381.1147766113281,682.0086059570312,376.9470520019531,624.8385009765625,399.46490478515625,685.5455322265625,405.3798828125,660.9506225585938,409.0022277832031,673.3499145507812,407.43994140625,649.1396484375,454.8315734863281,668.6176147460938,453.969970703125,659.0120849609375,498.2191162109375,678.4331665039062,498.11578369140625,483.8,482.2,False,False,-1,,,,,True,0,,,,
164,2.7333333333333334,637.0571081582301,669.0889001641119,3.1410127616161914,9.000056265265046,626.7769165039062,503.29669189453125,594.3588256835938,513.6071166992188,647.7201538085938,551.3016967773438,601.7494506835938,568.2587280273438,658.3643188476562,600.4119873046875,595.4681396484375,607.339599609375,698.114990234375,524.6719360351562,674.099609375,528.6828002929688,659.6930541992188,588.6043701171875,621.7604370117188,585.69140625,695.2783203125,659.2716674804688,640.3446655273438,648.3033447265625,651.8708140188435,493.52234544336534,3.231629989489078,6.387475929009501,646.7272338867188,346.50860595703125,665.4492797851562,344.2297058105469,646.9139404296875,381.58050537109375,681.21826171875,377.73516845703125,624.75341796875,400.98077392578125,684.8009033203125,405.74273681640625,660.4664916992188,408.85321044921875,673.678466796875,407.3658447265625,646.9388427734375,454.4256591796875,668.0648193359375,454.05047607421875,654.6572875976562,498.03466796875,678.3600463867188,498.2257080078125,487.7,475.3,False,False,-1,,,,,True,0,,,,
165,2.75,638.3686671625462,669.5728499192478,3.149139986462999,9.005157538158773,628.3327026367188,502.325927734375,598.9110717773438,513.716552734375,648.858154296875,553.5689086914062,604.8670654296875,573.2240600585938,658.0656127929688,604.4344482421875,593.2178344726562,618.433837890625,700.2849731445312,523.6195678710938,678.8433837890625,528.1964111328125,660.5657958984375,589.3638916015625,628.5106811523438,588.1420288085938,693.933349609375,659.9910888671875,644.6909790039062,652.2101440429688,651.8041272558697,491.6871919867583,3.2310322915189253,6.348230970368911,645.5056762695312,346.77789306640625,665.8380126953125,344.20263671875,646.7235717773438,381.8171081542969,679.9318237304688,378.08428955078125,625.5358276367188,401.017822265625,683.8877563476562,406.132568359375,659.6275634765625,408.6741027832031,674.2568359375,406.86053466796875,645.1773681640625,454.8221740722656,667.621337890625,453.84820556640625,651.9913940429688,498.71502685546875,678.7383422851562,497.6844482421875,491.6,468.4,False,False,-1,,,,,True,0,,,,
166,2.7666666666666666,639.6727910968483,670.0706675138995,3.157220860158476,9.010403884523353,628.6578369140625,499.853759765625,601.7542114257812,510.3101806640625,651.445556640625,553.3418579101562,606.395751953125,573.192626953125,659.1788940429688,599.2861328125,591.0808715820312,618.401123046875,699.616943359375,523.34326171875,680.68212890625,527.5322875976562,659.0492553710938,589.6992797851562,632.6168823242188,588.810546875,691.6594848632812,661.142333984375,649.580078125,654.249267578125,651.722117996275,489.5018995842813,3.230289767956708,6.3011442701540785,645.007080078125,346.79833984375,666.05517578125,344.0449523925781,646.226806640625,381.9248352050781,679.3619995117188,378.204833984375,625.330810546875,402.1326904296875,682.4967041015625,405.5589599609375,659.1603393554688,408.1803283691406,674.4696044921875,406.1497802734375,643.5025634765625,453.4566650390625,666.8732299804688,451.9918212890625,650.1266479492188,495.73406982421875,679.314697265625,493.48553466796875,495.5,461.5,False,False,-1,,,,,True,0,,,,
167,2.783333333333333,641.0042101682947,670.4326830909013,3.165445261636867,9.014220203815814,628.8696899414062,499.50628662109375,600.8295288085938,510.930419921875,655.618408203125,548.7206420898438,607.2725830078125,573.3080444335938,667.5435791015625,592.6888427734375,592.39892578125,617.6293334960938,699.6383056640625,520.1983032226562,679.5440673828125,524.3410034179688,662.6275024414062,586.2428588867188,634.3863525390625,584.654296875,691.4199829101562,659.9926147460938,644.0035400390625,650.3216552734375,651.6120684267819,487.0716596210333,3.2292831676154776,6.248226846462108,644.2575073242188,346.9738464355469,665.5526733398438,344.1607971191406,646.25,382.1656494140625,678.15234375,378.45025634765625,625.403564453125,403.2828674316406,680.6625366210938,405.19573974609375,658.4827880859375,408.24615478515625,674.3231811523438,406.155029296875,641.1675415039062,453.2947082519531,666.0519409179688,452.06121826171875,646.2376098632812,495.43048095703125,679.9164428710938,493.2479248046875,499.4,454.6,False,False,-1,,,,,True,0,,,,
168,2.8,642.3609142702651,670.6160640726266,3.173796808993618,9.016159407893856,628.5467529296875,499.08355712890625,606.72412109375,506.769775390625,655.880859375,544.3872680664062,610.0418090820312,563.7930297851562,670.099365234375,590.4410400390625,600.6754150390625,609.7461547851562,698.5191040039062,527.9852905273438,682.5778198242188,530.07470703125,665.1138305664062,581.2718505859375,635.5487060546875,576.6051025390625,689.9263916015625,657.43115234375,642.7969360351562,642.7050170898438,651.4518871604871,484.4047055851647,3.2277989885454508,6.189275562931001,643.2227172851562,347.0146789550781,664.3917236328125,344.0809631347656,645.8963012695312,383.1406555175781,677.727783203125,378.48345947265625,624.883056640625,404.9117431640625,679.2061767578125,404.50555419921875,657.53955078125,408.0601501464844,673.4732666015625,406.00103759765625,639.8338623046875,453.63800048828125,665.721923828125,453.119140625,644.391845703125,495.563720703125,679.9912109375,494.576416015625,503.3,447.7,False,False,-1,,,,,True,0,,,,
169,2.816666666666667,643.7154805584878,670.6547391383133,3.182114596336116,9.016581153232359,632.6616821289062,497.5146484375,604.9461669921875,502.95263671875,660.2782592773438,544.3873901367188,612.8530883789062,555.8648681640625,676.0090942382812,588.2393188476562,601.4069213867188,601.0018920898438,702.9744262695312,521.0759887695312,682.5543212890625,522.6375732421875,669.580078125,583.4266967773438,637.685302734375,577.8135986328125,691.5341186523438,659.0999755859375,641.7373657226562,644.556640625,651.1991790604892,481.3622357534275,3.2254265605601287,6.1207337704235565,642.1546630859375,347.17083740234375,664.2039184570312,343.8359375,645.04443359375,383.6112976074219,676.3900146484375,378.08502197265625,624.942138671875,406.94427490234375,677.0812377929688,404.36529541015625,656.2222900390625,407.8509826660156,672.962158203125,405.6249694824219,638.47314453125,452.28240966796875,664.3519287109375,451.7149963378906,644.5499877929688,493.50634765625,681.8883666992188,492.49456787109375,507.2,440.8,False,False,-1,,,,,True,0,,,,
170,2.8333333333333335,645.0374574199853,670.6193140027169,3.1902219506890264,9.016226426351954,634.279052734375,493.00518798828125,606.2775268554688,497.3494873046875,662.2526245117188,543.4640502929688,616.1060791015625,548.490966796875,677.3565673828125,587.0916748046875,604.080078125,591.6941528320312,701.72021484375,520.057373046875,681.1087646484375,522.134521484375,672.0372314453125,583.60986328125,641.2307739257812,582.63232421875,693.0110473632812,657.89794921875,642.2715454101562,652.739990234375,650.7967116680351,477.7424230911821,3.2216022858828195,6.0375195265071975,640.3740844726562,347.0845642089844,662.9535522460938,343.7921447753906,644.8383178710938,383.7210998535156,675.4140625,377.7636413574219,624.6838989257812,407.71466064453125,677.1809692382812,404.3377990722656,654.0589599609375,407.779296875,671.5545654296875,405.5760498046875,634.7133178710938,452.3890380859375,663.574462890625,452.0020751953125,640.8751831054688,491.2027587890625,682.994140625,490.611083984375,511.1,433.9,False,False,-1,,,,,True,0,,,,
171,2.85,646.3111315566834,670.5781980804173,3.198030879847515,9.01581052880918,634.8916625976562,490.13824462890625,609.0355224609375,490.65301513671875,662.7747192382812,539.8663330078125,620.970947265625,535.0616455078125,679.63720703125,583.8881225585938,613.1180419921875,577.87939453125,702.988037109375,520.1522827148438,683.7922973632812,520.969482421875,669.47607421875,581.2125854492188,642.3521728515625,579.7086791992188,694.119384765625,655.3878784179688,644.719482421875,650.1795043945312,650.1900142651218,473.44694342893854,3.215775119033175,5.936860654908363,639.12646484375,347.373779296875,662.6578979492188,344.20440673828125,643.8473510742188,384.3352966308594,673.99560546875,378.08636474609375,624.9423217773438,409.19061279296875,671.6253662109375,403.64312744140625,653.1009521484375,407.2198181152344,671.6795654296875,405.20001220703125,632.7606811523438,452.46484375,663.8955078125,452.93463134765625,637.7030029296875,488.77099609375,683.69189453125,488.81549072265625,515.0,427.0,False,True,2,,,,,True,0,forehand,cross_court_drive,cross_court,long
172,2.8666666666666667,647.5470233730774,670.5579747376462,3.205610496680102,9.015611108172537,633.7744140625,487.3848876953125,614.3126220703125,484.18896484375,661.8341064453125,540.5119018554688,626.2364501953125,528.6139526367188,681.3338623046875,583.6576538085938,618.8236083984375,571.4920043945312,702.9785766601562,518.9085693359375,688.5490112304688,518.0858154296875,662.9000244140625,582.0045776367188,642.6478881835938,578.1983642578125,694.2376708984375,656.5877685546875,649.9227294921875,647.7738037109375,649.3508846943799,468.6384239116694,3.207645839719622,5.82215432312623,637.2061157226562,347.2764587402344,661.23291015625,345.22613525390625,643.051025390625,383.68682861328125,671.3355102539062,379.1620788574219,625.4812622070312,409.7532653808594,665.6761474609375,404.6542053222656,651.9699096679688,406.86529541015625,671.4365844726562,405.4184265136719,630.0608520507812,453.0836181640625,663.8532104492188,454.6404113769531,631.2884521484375,489.7677001953125,682.0108642578125,490.660888671875,517.0,387.0,False,False,-1,,,,,True,0,,,,
173,2.8833333333333333,648.7898017269422,670.5291373093739,3.2132357456631997,9.015320479028443,633.5963745117188,482.8118896484375,617.8419189453125,478.399169921875,660.2193603515625,538.1528930664062,631.6610717773438,523.8104248046875,682.0621948242188,581.890869140625,626.4857788085938,566.8271484375,703.0895385742188,515.4237060546875,691.1786499023438,514.2579956054688,663.0525512695312,583.5462646484375,644.9551391601562,579.0579223632812,697.3084716796875,659.1936645507812,657.173828125,649.540771484375,648.2959004738008,463.8526615980094,3.197388481853804,5.7056600391950765,635.6975708007812,347.7919616699219,661.0806274414062,345.2644958496094,642.0635375976562,384.85052490234375,663.7374877929688,378.3096923828125,625.3697509765625,411.0285949707031,643.525390625,403.262451171875,650.9163818359375,406.4142150878906,671.6871337890625,404.5505065917969,627.1624145507812,451.4427490234375,660.255859375,452.5102233886719,628.4639892578125,486.09063720703125,674.6551513671875,486.503662109375,517.0,363.2857142857143,False,False,-1,,,,,True,0,,,,
174,2.9,650.1052977748852,670.4372923533604,3.2213098327752565,9.014371477639457,630.7659912109375,478.5745849609375,623.5219116210938,469.76422119140625,657.6935424804688,536.3243408203125,640.0045166015625,515.7818603515625,681.0987548828125,579.0043334960938,633.7828369140625,561.2362670898438,702.64013671875,513.435791015625,696.2371826171875,510.36956787109375,666.2163696289062,586.8807373046875,649.1469116210938,579.1697387695312,696.5957641601562,662.782470703125,658.612060546875,648.2809448242188,647.0791624568386,460.05634930415926,3.1856608473505768,5.609310607394668,634.8294067382812,349.3204650878906,658.9547119140625,346.23931884765625,639.2237548828125,387.2040100097656,662.5301513671875,380.84765625,625.36376953125,411.6678466796875,643.4860229492188,408.3446960449219,649.8668823242188,408.7793884277344,668.9381103515625,406.4783020019531,628.14892578125,453.08935546875,657.722412109375,453.553955078125,630.3410034179688,487.07110595703125,670.5563354492188,485.79229736328125,517.0,339.57142857142856,False,False,-1,,,,,True,0,,,,
175,2.9166666666666665,651.5327335688661,670.2602617342789,3.23007257869308,9.012533275299628,630.2227172851562,475.8580627441406,630.81298828125,463.1881103515625,655.8407592773438,532.9314575195312,649.573486328125,506.50909423828125,679.1546020507812,576.34326171875,643.3568725585938,548.5496215820312,704.443359375,511.14801025390625,702.9346313476562,505.142578125,666.2117309570312,582.3182983398438,647.9598999023438,565.5468139648438,695.9095458984375,661.0179443359375,663.8034057617188,631.4747924804688,645.7420824820026,458.74879570831877,3.1732451531346353,5.566056445519025,634.8562622070312,350.05157470703125,658.02734375,346.97930908203125,640.1621704101562,388.596435546875,659.65283203125,381.59881591796875,625.4811401367188,416.58245849609375,639.0111694335938,411.70263671875,649.8756103515625,411.8306884765625,668.5210571289062,409.209716796875,624.60107421875,453.334716796875,651.3377075195312,451.42755126953125,622.6558837890625,486.3300476074219,661.2562255859375,483.2411193847656,517.0,315.8571428571429,False,False,-1,,,,,True,0,,,,
176,2.933333333333333,653.0395357441035,670.0440629317167,3.2393232239947425,9.010287067534922,633.178466796875,473.2348937988281,634.8839111328125,457.2048034667969,656.6624755859375,532.1878662109375,647.7811889648438,498.38043212890625,678.0030517578125,577.131103515625,641.1661376953125,533.8087768554688,702.0944213867188,509.51239013671875,701.43701171875,500.76202392578125,667.339111328125,576.7538452148438,644.7174682617188,551.257080078125,696.4575805664062,654.7581176757812,663.451904296875,610.6024780273438,644.2472011226996,461.9774210784354,3.1604855420418083,5.619991153128729,631.2269897460938,352.00250244140625,655.9130859375,348.3527526855469,637.1539916992188,393.34063720703125,659.1778564453125,384.909423828125,621.9696655273438,425.34027099609375,641.8010864257812,416.3284606933594,646.4325561523438,413.3508605957031,665.8817138671875,410.44921875,622.8582153320312,453.62841796875,648.895263671875,451.55291748046875,622.8550415039062,494.2681884765625,656.9677734375,490.629150390625,517.0,292.1428571428571,False,False,-1,,,,,True,0,,,,
177,2.95,654.5316966994785,669.8703170695441,3.248484247863715,9.008485527635628,630.7730712890625,466.9162902832031,639.0264282226562,451.3260498046875,656.7119140625,523.7002563476562,642.4319458007812,488.44805908203125,673.0730590820312,568.8305053710938,635.004150390625,524.5377197265625,705.2794189453125,502.7083740234375,712.1989135742188,494.52178955078125,653.2884521484375,561.5408325195312,646.9807739257812,543.2276611328125,671.4563598632812,627.3282470703125,681.0111083984375,594.4630737304688,642.4605132286069,471.58338068699425,3.1469210821539813,5.811009221231815,631.4125366210938,351.6896667480469,655.1404418945312,348.1634521484375,637.2326049804688,392.1806640625,656.246337890625,386.4716491699219,621.7615356445312,428.4376220703125,634.2047729492188,426.7279968261719,647.2200317382812,417.46722412109375,665.280029296875,414.0072021484375,627.5181274414062,468.9726257324219,641.9231567382812,464.27642822265625,627.7511596679688,522.3142700195312,649.3200073242188,515.0640258789062,517.0,268.42857142857144,False,False,-1,,,,,True,0,,,,
178,2.966666666666667,655.9054289086048,669.7701062664493,3.2569198947337306,9.00745230347531,627.3611450195312,463.0235900878906,637.1038818359375,453.345703125,653.4505615234375,514.1728515625,633.1490478515625,492.3333740234375,661.231201171875,555.0986328125,633.9379272460938,520.9152221679688,705.9268188476562,499.2265625,714.0013427734375,493.91412353515625,657.9732666015625,557.3201293945312,656.0042724609375,542.0264282226562,683.0479125976562,627.7351684570312,686.7324829101562,596.169921875,640.220062598889,487.4272330839273,3.1314039162557847,6.137601095841845,626.8316650390625,352.4248352050781,653.7489624023438,346.26593017578125,633.2991943359375,397.59991455078125,662.5949096679688,385.4197692871094,622.3782348632812,425.5633544921875,644.0341796875,414.36431884765625,642.0087280273438,420.8275146484375,661.003662109375,417.27447509765625,632.390869140625,465.40325927734375,655.8378295898438,462.3890380859375,636.5191040039062,494.49951171875,661.6680908203125,489.41668701171875,517.0,244.71428571428572,False,False,-1,,,,,True,0,,,,
179,2.9833333333333334,657.0703820859171,669.6787858034596,3.2640790707668215,9.006509393350523,632.6096801757812,461.99365234375,635.7888793945312,444.8227844238281,654.7544555664062,518.7600708007812,625.2874755859375,475.4270324707031,668.62451171875,566.4945068359375,622.919921875,510.64678955078125,702.2102661132812,501.18292236328125,705.6785888671875,493.67852783203125,660.9899291992188,561.1902465820312,655.0081176757812,545.668701171875,676.89501953125,629.5940551757812,669.5844116210938,601.6365356445312,637.4486703882592,506.21438166336895,3.1127157563925567,6.531227986786954,630.15576171875,353.52392578125,653.0133666992188,349.6644287109375,636.014892578125,398.07470703125,649.3566284179688,392.916259765625,624.0218505859375,427.7552490234375,626.6148681640625,426.09295654296875,641.0462646484375,426.04541015625,659.5131225585938,422.39666748046875,623.1818237304688,473.0439758300781,641.2146606445312,468.35064697265625,620.3549194335938,531.8987426757812,652.2135009765625,522.3059692382812,517.0,221.0,False,False,-1,,,,,True,0,,,,
180,3.0,657.9349508467128,669.4978742588587,3.2694021793714736,9.00462459322002,631.4239501953125,460.7131652832031,638.7495727539062,444.1080627441406,652.6857299804688,516.8099365234375,632.7621459960938,467.4126281738281,664.4708862304688,564.3722534179688,619.4544677734375,503.306884765625,702.5050659179688,507.41998291015625,709.0048828125,502.3353271484375,666.3040161132812,574.32861328125,669.0706176757812,570.6231079101562,682.4627075195312,643.745849609375,681.349609375,635.1983032226562,634.2242826144252,522.9890775672817,3.090428856903313,6.886757888313102,629.4571533203125,354.95599365234375,650.1597290039062,349.96820068359375,636.6066284179688,401.1708984375,647.0370483398438,392.3499755859375,621.0574951171875,423.6046447753906,623.7360229492188,422.127197265625,640.7157592773438,429.25860595703125,657.6832275390625,425.5528259277344,625.410888671875,479.7243347167969,642.8250122070312,476.3727111816406,622.11767578125,538.489990234375,653.4415283203125,532.3007202148438,519.0,209.0,False,False,-1,,,,,True,0,,,,
181,3.0166666666666666,658.4353916249356,669.2007796021201,3.2724962961628146,9.001518610810042,635.0537109375,453.258056640625,653.034423828125,439.7091369628906,651.3770141601562,506.2459716796875,655.1696166992188,466.26470947265625,663.5938720703125,555.16015625,635.7938842773438,495.27862548828125,696.2110595703125,510.521240234375,709.217041015625,506.2581787109375,668.8377685546875,576.927734375,674.6766967773438,573.832275390625,687.8593139648438,653.1005859375,687.144775390625,645.95068359375,630.7509790101464,534.4072919757829,3.0653894213248165,7.131437114080036,631.6920166015625,353.9057922363281,647.7498168945312,349.66845703125,638.0946044921875,402.6101379394531,644.2236938476562,392.8947448730469,615.1919555664062,418.041015625,617.3781127929688,405.5511474609375,654.65234375,429.53460693359375,667.72119140625,426.2932434082031,632.538330078125,482.2596740722656,647.4968872070312,478.8419494628906,635.6392211914062,539.179443359375,659.7822875976562,531.8981323242188,519.0,193.0,False,False,-1,,,,,True,0,,,,
182,3.033333333333333,658.6675537171617,668.8651637892646,3.273945040690563,8.99800573155775,633.9589233398438,451.08917236328125,652.9520874023438,431.4783020019531,655.3964233398438,507.30059814453125,644.60791015625,450.4675598144531,661.0274047851562,546.8829345703125,619.6989135742188,457.71295166015625,692.2117309570312,507.506591796875,706.7191772460938,499.54766845703125,670.4594116210938,576.584716796875,675.74853515625,567.7278442382812,686.0422973632812,646.57763671875,682.5488891601562,632.835205078125,627.2410756750533,540.4505320713536,3.0392040532554843,7.262072748001385,628.5013427734375,358.41632080078125,641.4638671875,354.3390808105469,637.829833984375,402.9696350097656,636.6008911132812,394.0053405761719,606.5082397460938,413.2471008300781,615.0841674804688,411.6947021484375,639.4815673828125,432.7275085449219,651.0111694335938,428.994873046875,618.1085205078125,473.5640869140625,630.8972778320312,469.7955322265625,617.1847534179688,530.2501220703125,643.7316284179688,523.6884765625,517.0,181.0,False,False,-1,,,,,True,0,,,,
