frame_number,window_size,mean_distance,median_player1_x,median_player1_y,median_player2_x,median_player2_y,video_name,state
12049,50,2.666976117834234,3.175084352493286,6.376230239868164,1.5135984420776367,8.352585315704346,video-1,active
12099,50,1.4879347353902004,2.491278648376465,7.269450426101685,2.031337022781372,8.286828994750977,video-1,active
12149,50,1.113406582488386,1.7521101832389832,8.027353763580322,2.809906363487244,7.901638746261597,video-1,active
12199,50,1.5807089034144652,1.6901507377624512,8.545886039733887,2.918457269668579,7.3466637134552,video-1,active
12249,50,0.8686345264222822,2.8255085945129395,8.013540744781494,2.11215341091156,7.822874069213867,video-1,active
12299,50,2.0702569583861115,2.9440464973449707,7.1800947189331055,1.4334577918052671,8.579215049743652,video-1,active
12349,50,1.6114879130951598,2.8018362522125244,7.452730894088745,1.875037968158722,8.770041942596436,video-1,active
12399,50,1.1339616493542677,2.6191298961639404,8.06144666671753,1.9258509874343872,7.579394817352295,video-1,active
12449,50,1.0984092661962817,3.7570427656173706,8.150879383087158,2.9120596647262573,7.545778512954712,video-1,active
12499,50,1.958011762259376,4.980501651763916,8.344249725341797,3.363562822341919,7.442890405654907,video-1,active
12549,50,1.910150101816483,4.10259222984314,8.107112884521484,2.1763741970062256,7.994235754013061,video-1,active
12599,50,1.7251130572999585,2.694194912910461,7.398554086685181,1.939842939376831,8.901832580566406,video-1,active
12649,50,1.2983884809055737,3.411307692527771,7.360094308853149,2.7433170080184937,8.054562091827393,video-1,active
12699,50,1.0331070474117083,3.38608193397522,7.3699963092803955,4.238222599029541,7.724066257476807,video-1,active
12749,50,1.8394098684375773,3.034434199333191,6.355210781097412,4.896052360534668,6.683787345886231,video-1,active
12781,50,1.6345819138483129,2.9931596517562866,6.119559288024902,4.482585191726685,6.665870189666748,video-1,end
12799,50,1.344838696174343,3.184406876564026,6.09738039970398,4.380707979202271,6.680901288986206,video-1,end
12849,50,1.34586111787993,4.045796871185303,5.93507981300354,3.2845855951309204,6.958986759185791,video-1,end
12899,50,2.679275508972604,5.01273775100708,6.275230169296265,2.635191321372986,7.6218719482421875,video-1,end
12949,50,3.010383032768629,5.331659078598023,6.529843330383301,2.536418914794922,7.627233743667602,video-1,end
12992,50,2.986944690841784,5.403396368026733,6.571091651916504,2.5911285877227783,7.603283882141113,video-1,start
12999,50,3.0013970163038604,5.443997383117676,6.571106433868408,2.594541549682617,7.603406667709351,video-1,start
13044,50,2.9346347074597308,5.307872533798218,6.570472240447998,2.567567586898804,7.576221466064453,video-1,active
13049,50,2.9116421985147958,5.205597162246704,6.570472240447998,2.537705659866333,7.555464267730713,video-1,active
13099,50,2.7161531293854164,4.38862419128418,6.584524631500244,1.791862666606903,7.491182804107666,video-1,active
13149,50,2.0582060081175166,3.4148917198181152,7.171659231185913,1.3680051565170288,7.006211757659912,video-1,active
13199,50,1.0654314565858682,3.5510499477386475,6.943538665771484,2.6773074865341187,6.676633596420288,video-1,active
13249,50,1.5194726772491507,3.3116140365600586,6.81792950630188,4.881515264511108,6.704272747039795,video-1,active
13299,50,2.292707507440669,2.338832378387451,5.521017551422119,4.457197427749634,6.542783260345459,video-1,active
13317,50,2.476347982000482,2.007483720779419,5.422949552536011,4.145330429077148,6.56395411491394,video-1,end
13349,50,2.7028545486272457,1.4945592284202576,5.448681592941284,3.8448386192321777,6.657020092010498,video-1,end
13399,50,3.2899858559766697,0.9845986664295197,5.560479640960693,3.783992528915405,7.295169830322266,video-1,end
13449,50,3.477545252272134,0.7324182987213135,6.056302547454834,3.7993721961975098,7.672128200531006,video-1,end
13477,50,3.7061181490921937,0.5336354970932007,6.078202247619629,3.9205822944641113,7.687345266342163,video-1,start
13499,50,3.685996815332006,0.5336354970932007,6.173994779586792,3.943175196647644,7.634941577911377,video-1,start
13549,50,3.174588386268904,1.1919395923614502,6.328494310379028,3.991681694984436,7.643994808197021,video-1,start
13555,50,3.122750326447228,1.212313890457153,6.328552961349487,4.013701915740967,7.710511684417725,video-1,active
13599,50,2.758695883687766,1.906082034111023,6.471273899078369,4.400966644287109,7.7491936683654785,video-1,active
13649,50,1.7834015140935189,2.8034822940826416,7.062496662139893,3.920352935791016,8.324758529663086,video-1,active
13699,50,1.6398165144819068,2.948447585105896,6.592557668685913,2.916353464126587,8.295366764068604,video-1,active
13749,50,1.407284835471472,3.694918036460877,7.676213026046753,2.471025586128235,7.787683010101318,video-1,active
13799,50,1.565721932464519,4.287932395935059,8.339915752410889,3.218316912651062,7.096518516540527,video-1,active
13849,50,1.19861034025738,3.5908987522125244,7.7642152309417725,2.5375531911849976,7.694492816925049,video-1,active
13899,50,1.594678310064077,3.4923096895217896,7.41470742225647,1.8673638105392456,7.945554733276367,video-1,active
13949,50,1.349301494560533,3.783296942710877,8.32973051071167,2.733847379684448,7.512430191040039,video-1,active
13999,50,0.9418757023440943,3.3775635957717896,8.314508438110352,3.0153143405914307,7.498648643493652,video-1,active
14049,50,1.41521376172245,3.0866599082946777,7.506540536880493,1.8625490069389343,8.518470764160156,video-1,active
14099,50,1.721588192716302,2.325543999671936,7.334418296813965,2.082372665405273,8.674584865570068,video-1,active
14149,50,1.3424352561167563,1.573518693447113,8.138357639312744,2.7842953205108643,7.761569261550903,video-1,active
14199,50,2.1304804503034016,1.3225012421607971,8.39149522781372,3.041676163673401,6.987020015716553,video-1,active
14249,50,1.2230451828567142,2.325043201446533,8.271533489227295,2.596291661262512,7.376687288284302,video-1,active
14299,50,1.1941800081379792,2.838453531265259,7.738101243972778,1.8351505994796755,8.240919589996338,video-1,active
14349,50,1.6884053337057885,2.947365164756775,7.532976865768433,1.3882359862327576,8.027228832244873,video-1,active
14399,50,2.1610225266277414,4.2342729568481445,6.095423221588135,2.482152819633484,7.607746124267578,video-1,active
14449,50,2.415171488528842,4.791960716247559,5.092830419540405,3.285507082939148,7.056914806365967,video-1,active
14499,50,2.2791924612115357,3.8006166219711295,5.993090152740479,4.0478808879852295,7.610991716384888,video-1,active
14508,50,2.177258099660928,3.72735047340393,6.028033018112183,4.103641033172607,7.797321081161499,video-1,end
14549,50,2.4820101954933733,3.120563507080078,6.314710378646851,5.03019118309021,7.835061550140381,video-1,end
14599,50,3.6872618414479774,2.330022096633911,6.270296812057495,5.448331594467163,8.283755779266357,video-1,end
14649,50,3.687296140944076,2.2107750177383423,6.227895259857178,5.2838661670684814,8.232754707336426,video-1,end
14699,50,3.340375610041258,1.6461626291275024,6.163625240325928,4.678554534912109,7.63829231262207,video-1,end
14749,50,2.1821809875882523,1.9105770587921145,6.163641452789307,3.8032184839248657,7.334715366363525,video-1,end
14799,50,1.4636494594208858,2.64108943939209,7.325589895248413,3.124878525733948,6.3450798988342285,video-1,end
14849,50,1.9842949113454835,2.385866641998291,7.676831483840942,3.95346474647522,6.41007661819458,video-1,end
14899,50,2.591405718290377,2.4941840171813965,7.66593599319458,4.789891004562378,6.525148153305054,video-1,end
14909,50,2.6677369794065044,2.5373072624206543,7.62146258354187,4.937832593917847,6.507828712463379,video-1,start
14949,50,2.9053375976907803,2.544992208480835,7.615319728851318,5.249531269073486,6.508885860443115,video-1,start
14982,50,2.849962739854984,2.434179782867432,7.727665424346924,5.095246315002441,6.538282632827759,video-1,active
14999,50,2.7806714856663217,2.272266626358032,7.776487827301025,4.769767999649048,6.58413553237915,video-1,active
15049,50,2.1148006630922347,2.1942074298858643,8.272868156433105,3.6102782487869263,6.925333738327026,video-1,active
15099,50,1.9513625313009175,3.198142886161804,8.305688381195068,3.501696228981018,6.747534275054932,video-1,active
15149,50,1.2798972653793173,3.680310130119324,8.297382354736328,2.9307451248168945,7.616746187210083,video-1,active
15199,50,1.6302320387789402,2.996091842651367,7.157087087631226,1.5604585409164429,7.66218900680542,video-1,active
15249,50,0.7078594587478291,2.544448971748352,7.667815923690796,2.522995710372925,8.265212059020996,video-1,active
15299,50,0.9301092322054342,2.533890724182129,8.163239479064941,3.289865016937256,7.71135950088501,video-1,active
15349,50,1.198384495228939,2.632163882255554,8.229261875152588,3.143702507019043,7.103985548019409,video-1,active
15399,50,0.9060877700855728,2.960510492324829,7.900510311126709,2.291828393936157,8.091843128204346,video-1,active
15449,50,1.9405473068464127,2.971325993537903,7.101053953170776,2.211026668548584,8.938150882720947,video-1,active
15499,50,1.2318084314153337,2.30260968208313,7.737013339996338,2.875825881958008,8.289488792419434,video-1,active
15549,50,1.5338514212950445,1.896054983139038,8.762386798858643,2.83890962600708,7.359164714813232,video-1,active
15599,50,1.3943849935688053,2.3182655572891235,8.28465986251831,3.5066592693328857,7.669631242752075,video-1,active
15649,50,1.8581027166342887,3.1904901266098022,7.480936527252197,4.571207284927368,8.834796905517578,video-1,active
15699,50,2.549738060014134,2.920295834541321,6.196313142776489,4.170188426971436,8.591702938079834,video-1,active
15726,50,3.094320420131078,2.388169050216675,5.785553455352783,4.114086627960205,8.38110065460205,video-1,end
15749,50,3.54992774843043,2.2193700075149536,5.724980115890503,0.5543496906757355,8.928283214569092,video-1,end
15799,50,3.0444790076078783,3.644853353500366,8.343738079071045,1.3927921652793884,8.985740661621094,video-1,end
15849,50,3.674599307513041,3.1062833070755005,8.295917987823486,1.8730661869049072,4.153351783752441,video-1,end
15899,50,4.321052188993262,2.5052493810653687,8.202434539794922,4.196401834487915,9.115363597869871,video-1,end
15949,50,5.198742925510084,2.271039724349976,7.824079990386963,5.6071648597717285,9.180838584899902,video-1,end
15999,50,6.306237017641929,2.0451786518096924,7.536769866943359,3.474653482437134,1.2882429361343384,video-1,end
16049,50,7.15101500376044,2.207167267799377,7.580791473388672,4.473601818084717,0.7675557732582092,video-1,end
16099,50,6.59033729143168,2.3500784635543823,8.006580352783203,5.373696804046631,2.056512951850891,video-1,end
16149,50,5.5505900510647255,2.156581997871399,8.114813327789307,5.56658673286438,3.584192633628845,video-1,end
16199,50,4.604644607833,2.1049511432647705,8.280762195587158,5.467439651489258,5.289637804031372,video-1,end
16249,50,3.700611013085903,2.351555109024048,8.259703636169434,5.299266815185547,6.024816989898682,video-1,end
16249,50,3.700611013085903,2.351555109024048,8.259703636169434,5.299266815185547,6.024816989898682,video-1,start
16299,50,3.6626952128893366,2.3467912673950195,8.25944709777832,5.257709980010986,6.048410415649414,video-1,start
16347,50,3.6086875051317846,2.18573009967804,8.396512031555176,4.865751028060913,6.025536298751831,video-1,active
16349,50,3.610716918595828,2.184657335281372,8.397181987762451,4.848308324813843,6.0250749588012695,video-1,active
16399,50,3.337786394203687,1.587123692035675,8.364413738250732,3.903208374977112,5.933940410614014,video-1,active
16449,50,2.136318428500324,1.3732652068138125,8.23886489868164,2.89669406414032,6.669459819793701,video-1,active
16499,50,1.027889638279167,2.198391556739807,8.20103120803833,2.9575424194335938,7.420662879943848,video-1,active
16549,50,1.21988849410476,3.5398240089416504,7.9975905418396,2.507700562477112,7.309013843536377,video-1,active
16599,50,1.1406639542552717,4.225210428237915,6.038631916046143,3.1514732837677,6.426934242248535,video-1,active
16649,50,1.3558630224629216,3.8346551656723022,5.921705484390259,2.6935014724731445,6.434933662414551,video-1,active
16699,50,1.8477031936128785,3.087449193000793,6.436743497848511,1.7595583200454712,7.759121894836426,video-1,active
16749,50,1.974032694828792,2.8164377212524414,6.786020994186401,1.7363494038581848,8.429644584655762,video-1,active
16799,50,1.2207489053499432,2.580333113670349,7.40547251701355,1.8896217346191408,7.020392179489136,video-1,active
16849,50,0.8454347365917045,1.8631544709205627,7.020661115646362,2.4073342084884644,6.551193952560425,video-1,active
16896,50,1.9776183271788503,0.8132003843784332,6.568564176559448,2.672621726989746,6.108779430389404,video-1,end
16899,50,2.052561633827607,0.6998148858547211,6.416346549987793,2.6784512996673584,6.097702264785767,video-1,end
16949,50,2.786678112172876,0.8051741421222687,6.587146043777466,3.494155049324036,5.534912347793579,video-1,end
16999,50,3.274747679548636,1.769910752773285,7.301942110061645,4.322039842605591,5.231308221817017,video-1,end
17049,50,3.2018573656658957,2.407077193260193,7.532417774200439,4.9624621868133545,5.384648084640503,video-1,end
17099,50,2.977756925256477,2.639639377593994,7.591085433959961,5.284663200378418,6.340999603271484,video-1,end
17119,50,2.8974831066345814,2.6444320678710938,7.591166496276855,5.313236951828003,6.509050130844116,video-1,start
17149,50,2.949139542062845,2.649949550628662,7.578158378601074,5.392723321914673,6.509720802307129,video-1,start
17179,50,2.8922288323438115,2.6023690700531006,7.564233779907227,5.239354372024536,6.509873390197754,video-1,active
17199,50,2.766055034239585,2.4662981033325195,7.547150135040283,5.030689239501953,6.576953887939453,video-1,active
17249,50,2.24774554084654,2.121645450592041,8.087515830993652,3.892868995666504,6.742028713226318,video-1,active
17299,50,1.581089753653323,2.9940550327301025,8.30609130859375,3.625847101211548,6.874676465988159,video-1,active
17349,50,1.7939895868605686,3.476392149925232,8.310499668121338,3.0755683183670044,7.673924922943115,video-1,active
17399,50,0.9985137540643756,3.04667592048645,7.093074798583984,2.3882687091827397,7.830215215682983,video-1,active
17449,50,0.9184996367463552,2.215445637702942,7.3891990184783936,2.868984818458557,7.807209730148315,video-1,active
17499,50,0.8823483746390752,2.570281982421875,6.667136907577515,2.911481738090515,7.300534009933472,video-1,active
17549,50,0.9705481703935764,3.576162338256836,6.607799768447876,2.750582218170166,6.666831016540527,video-1,active
17599,50,1.2151675717706143,3.319700002670288,7.940100908279419,3.0329620838165283,6.724897623062134,video-1,active
17649,50,1.09562266957702,3.5753042697906494,8.297266483306885,3.086758017539978,7.486227035522461,video-1,active
17699,50,1.0951852898341183,3.273567318916321,7.022235870361328,2.345747113227844,7.581923007965088,video-1,active
17749,50,1.1444153472381364,3.888035416603088,7.714735746383667,2.8407853841781616,7.286528825759888,video-1,active
17799,50,1.377996071525709,3.648859024047852,8.07773733139038,2.925974488258362,6.866814136505127,video-1,active
17849,50,0.7124928262608519,3.3017300367355347,7.644223690032959,3.638336658477783,7.288820743560791,video-1,active
17899,50,1.6531130760673816,3.206454038619995,7.13693904876709,4.2513415813446045,8.46009635925293,video-1,active
17949,50,1.0213698294202578,3.171847939491272,7.451605558395386,3.70026445388794,8.337111473083496,video-1,active
17999,50,1.1068003333854135,2.034342050552368,8.120603561401367,3.074563145637512,7.6214919090271,video-1,active
18049,50,1.0226511287565556,2.611896276473999,8.273895263671875,2.148994207382202,7.811784029006958,video-1,active
18099,50,1.4863350966938738,2.976776957511902,7.6343834400177,1.621303379535675,8.163780212402344,video-1,active
18149,50,0.9625447641060516,2.358822822570801,7.313641309738159,2.3133116960525517,8.1511869430542,video-1,active
18199,50,1.5487672878756806,1.48383891582489,8.01846694946289,2.872682571411133,7.418167114257812,video-1,active
18249,50,1.7582954795469556,1.7800355553627014,8.503422260284424,3.115896701812744,7.559808492660522,video-1,active
18299,50,1.6978779408851148,2.596221446990967,7.793480396270752,4.1746790409088135,8.622074127197266,video-1,active
18349,50,1.537029576559903,2.800999164581299,6.967812776565552,3.76452374458313,8.121330261230469,video-1,active
18399,50,2.0165368506980745,1.871499478816986,5.023132085800171,2.882410287857056,6.884435892105103,video-1,active
18449,50,1.5432515830690383,2.762198209762573,5.516400337219238,1.302972376346588,5.414421796798706,video-1,active
18499,50,2.903144801988885,2.943049192428589,5.86591649055481,0.5090042054653168,3.912470579147339,video-1,active
18549,50,1.6556751957605564,1.6269076466560364,4.974198579788208,0.577987551689148,6.078200101852417,video-1,active
18599,50,2.640915332771937,1.957730233669281,5.3932294845581055,2.5364813804626465,7.778030395507812,video-1,active
18649,50,2.873613264608191,3.0809426307678223,6.3031165599823,5.109689712524414,8.586427688598633,video-1,active
18695,50,3.0076450135052166,3.150356411933899,6.816696166992188,5.868944883346558,8.367703914642334,video-1,end
18699,50,3.017690175866035,3.206703305244446,6.816239833831787,5.902092456817627,8.36241102218628,video-1,end
18749,50,2.8025177811617343,3.830590724945069,6.336801528930664,5.876420497894287,8.318926334381104,video-1,end
18799,50,2.715302891587309,4.612061023712158,6.130004405975342,4.914854526519775,8.71413278579712,video-1,end
18849,50,2.718884562192024,5.151298522949219,9.159959316253662,5.410182476043701,5.952327489852905,video-1,end
18899,50,3.777359201060982,5.454007148742676,5.952116966247559,2.5170282125473022,8.258988380432129,video-1,end
18946,50,3.1532837395108704,5.23212194442749,5.953221082687378,2.224171280860901,8.263589859008789,video-1,start
18949,50,3.004838675134859,5.225978374481201,5.9532692432403564,2.224171280860901,8.263589859008789,video-1,start
18999,50,3.3607727960111515,5.221327781677246,6.071899890899658,2.348620653152466,8.272754192352295,video-1,start
19031,50,3.273209681587639,5.07069206237793,9.147814273834229,4.924084424972534,6.049008846282959,video-1,active
19049,50,3.4640548528032538,2.1402409076690674,8.319708347320557,4.799513816833496,5.930567264556885,video-1,active
19099,50,3.057032517698632,1.674095630645752,8.461348056793213,3.643301963806152,6.073995590209961,video-1,active
19149,50,2.1316436701555124,2.0023317337036133,8.737105369567871,2.954198956489563,6.9008564949035645,video-1,active
19199,50,2.35973265513058,2.6983083486557007,8.311314582824707,2.8829450607299805,6.495504379272461,video-1,active
19249,50,3.891758935708219,3.4051194190979004,7.815405130386352,3.9245680570602417,3.89545214176178,video-1,active
19299,50,2.670328349502725,3.4236228466033936,6.8210766315460205,4.952072858810425,4.567552089691162,video-1,active
19349,50,1.6681037371289036,2.834388494491577,7.194150447845459,3.781282424926758,5.776309013366699,video-1,active
19399,50,0.6859645369705408,2.753143191337585,7.478458642959595,3.326331377029419,7.441025733947754,video-1,active
19449,50,1.269042351723587,2.782805562019348,7.336049318313599,3.838457345962525,8.124621391296387,video-1,active
19499,50,0.7704294920466613,3.258556604385376,7.339437246322632,3.767871737480164,8.000616073608398,video-1,active
19549,50,1.5781466537455675,3.301424264907837,7.390275716781616,4.635178565979004,8.173786640167236,video-1,active
19599,50,2.4981680466874816,3.139230847358704,6.980834007263184,4.84291934967041,8.78906774520874,video-1,active
19649,50,2.3139354922527584,3.0782406330108643,5.960161447525024,3.830013155937195,8.2658371925354,video-1,active
19699,50,1.408378105202078,2.7684584856033325,5.007964372634888,2.037589132785797,5.428770303726196,video-1,active
19749,50,2.815821957046128,2.663893461227417,6.6667115688323975,1.120958685874939,4.1102375984191895,video-1,active
19799,50,3.61046250440972,2.4584509134292603,6.89534068107605,1.6468700766563416,4.108022689819336,video-1,active
19822,50,4.794464772093989,2.5767794847488403,6.819185256958008,1.8839407563209531,1.4617574214935305,video-1,end
19849,50,3.5909534507790988,2.5315871238708496,6.774312973022461,2.740893244743347,4.528151273727417,video-1,end
19899,50,2.493773319371481,2.096274375915528,6.259078025817871,3.9073680639266968,4.860964775085449,video-1,end
19949,50,3.668683138119471,1.409542977809906,6.227102518081665,4.940997838973999,5.000514984130859,video-1,end
19999,50,4.431341316333473,1.2008928656578064,6.288543701171875,5.593119382858276,6.209346055984497,video-1,end
20021,50,4.579780883768128,1.2819202542304993,6.389332294464111,5.788943290710449,6.5732262134552,video-1,start
20049,50,4.6703305749224135,1.3426522016525269,6.563486337661743,5.968857288360596,7.25601601600647,video-1,start
20099,50,4.20152219380648,1.5057514905929563,6.601340770721436,5.580264568328857,7.876353025436401,video-1,start
20149,50,3.445422090026611,1.4308361411094666,6.600943326950073,4.460689306259155,8.10108470916748,video-1,start
20199,50,3.2133598142307727,1.3943252563476562,6.619548797607422,4.143619537353516,8.34143877029419,video-1,start
20222,50,3.0779567506466026,1.529540717601776,6.619548797607422,4.101045608520508,8.341219902038574,video-1,active
20249,50,2.899512051031404,1.86956387758255,6.528002023696899,4.134735584259033,8.37111520767212,video-1,active
20299,50,2.191259354297099,2.979336261749268,6.858436346054077,4.166847229003906,8.74301528930664,video-1,active
20349,50,1.4116702478312824,3.3352720737457275,7.454163551330566,3.859217286109924,8.336353302001953,video-1,active
20399,50,0.9674891702680304,3.418486833572388,7.725894212722778,4.324061155319214,7.312785625457764,video-1,active
20449,50,1.1928391395173128,4.35324764251709,7.570555210113525,3.849680542945862,6.947110652923584,video-1,active
20499,50,1.2968852744408963,4.713809490203857,6.485532760620117,3.422889828681946,6.799739599227905,video-1,active
20549,50,1.4080072141313993,3.7259422540664673,6.440324783325195,4.386415004730225,7.747786045074463,video-1,active
20599,50,1.4601262490672624,1.880371689796448,7.350372791290283,3.4362664222717285,7.21190881729126,video-1,active
20649,50,1.47895376438229,1.8439399003982544,7.880834817886352,2.1601221561431885,6.800683259963989,video-1,active
20699,50,1.0887809729362743,2.4788002967834477,8.035855293273926,1.5020694136619568,7.537985324859619,video-1,active
20734,50,1.1352952770331524,2.542604088783264,8.024577617645264,1.4326772689819336,7.980827808380127,video-1,end
20749,50,1.0980688313531344,2.4871363639831543,8.000670433044434,1.5437955856323242,8.317234992980957,video-1,end
20799,50,1.5081685691726718,2.16621470451355,7.657452583312988,0.980425089597702,8.936570167541504,video-1,end
20849,50,1.602605548966542,1.643748700618744,7.791944742202759,2.9404932260513306,9.005955696105957,video-1,end
20899,50,3.675259213149638,1.0503054857254028,7.892739772796631,4.306278467178345,9.12057638168335,video-1,end
20949,50,3.9247491076306376,0.7267109751701355,8.286934852600098,4.633675813674927,8.01384449005127,video-1,end
20999,50,4.244085538086183,1.2190417647361755,8.419990062713623,5.177285194396973,7.118868112564087,video-1,end
21049,50,3.972179495185288,1.7516507506370544,8.114289283752441,5.281272411346436,6.340911626815796,video-1,end
21066,50,3.838068491965558,2.00023889541626,8.114289283752441,5.2888023853302,6.106642484664917,video-1,start
21099,50,3.776497338897213,2.2579457759857178,8.14471435546875,5.374588489532471,6.048181056976318,video-1,start
21149,50,3.6627357874562,2.3242149353027344,8.136300086975098,5.313921928405762,6.048266410827637,video-1,start
21193,50,3.5569048005904675,2.2332135438919067,8.19494342803955,4.966481924057007,6.0251312255859375,video-1,active
21199,50,3.5549229660993946,2.2182568311691284,8.229825496673584,4.92436957359314,6.002264022827148,video-1,active
21249,50,3.2584381489240064,1.659276843070984,8.331255912780762,4.044062614440918,5.95709753036499,video-1,active
21299,50,2.2179109612184527,1.491133749485016,8.298644542694092,3.038317441940308,6.734247446060181,video-1,active
21349,50,1.3530250840001197,2.4410414695739746,8.259544372558594,2.0745617151260376,7.277491331100464,video-1,active
21399,50,1.6247852035659789,2.792979121208191,7.476066589355469,1.4955545663833618,8.53663158416748,video-1,active
21449,50,1.2901663570986992,2.8083767890930176,7.609976530075073,2.0442004203796387,8.642143726348877,video-1,active
21499,50,1.0352630623893564,1.946211695671081,7.772231817245483,2.761324167251587,7.400970458984375,video-1,active
21549,50,0.880929283874845,2.467425584793091,8.25871992111206,2.5521990060806274,7.629096984863281,video-1,active
21599,50,1.142863194715214,2.2431728839874268,8.27538776397705,3.219615936279297,7.716920614242554,video-1,active
21649,50,1.8861258643201384,1.7195640206336975,8.019144535064697,3.38529109954834,7.008891582489014,video-1,active
21699,50,1.998150941197521,1.3764595985412598,8.224553108215332,2.8623279333114624,6.9163594245910645,video-1,active
21749,50,1.1117376074358605,1.942561149597168,8.076005935668945,2.7584190368652344,7.496538877487183,video-1,active
21799,50,0.8181465495741505,2.4365246295928955,7.909919261932373,3.1619873046875,8.282061100006104,video-1,active
21849,50,0.8876603866710344,2.9201972484588623,7.232179880142212,3.426092028617859,8.040509223937988,video-1,active
21899,50,0.7508216669301118,3.1791234016418457,7.480471134185791,3.813559889793396,7.82728910446167,video-1,active
21949,50,0.865887347217213,2.766348481178284,7.4575746059417725,3.554440379142761,7.718591928482056,video-1,active
21999,50,0.9444904479462426,2.550100326538086,8.028666496276855,3.1978057622909546,7.349008083343506,video-1,active
22049,50,1.4902231325012771,3.1760482788085938,7.219405174255371,4.531959772109985,8.240697860717773,video-1,active
22099,50,2.464868164293611,2.862480044364929,5.842766284942627,4.301278352737427,8.04473876953125,video-1,active
22149,50,2.9956006535577115,1.6734489798545835,4.2229108810424805,2.8840306997299194,7.0179283618927,video-1,active
22199,50,1.4194247056233598,2.1805996894836426,4.957144737243652,1.0023439526557922,4.606243848800659,video-1,active
22217,50,2.096096446189311,2.4027252197265625,5.190862894058228,0.7697568237781525,3.974697470664978,video-1,end
22249,50,3.4762724352841867,2.553779721260071,5.51827073097229,0.4451165199279785,2.7903226613998413,video-1,end
22299,50,5.220468659865593,2.8441696166992188,6.119779109954834,0.0022763954475522,1.870485782623291,video-1,end
22349,50,6.096975114043821,2.353307604789734,6.43382453918457,0.2635967433452606,0.8035133183002472,video-1,end
22399,50,5.739716220018424,2.0873262882232666,6.966037034988403,2.0206685066223145,0.5170227885246277,video-1,end
22449,50,6.132756364819161,1.890818417072296,7.649064302444458,2.8358229398727417,1.2974143624305725,video-1,end
22499,50,5.4126121155699085,1.9185097217559812,8.050350189208984,3.6788054704666138,2.785168528556824,video-1,end
22549,50,4.624032691637173,2.194419860839844,7.946784734725952,4.284310340881348,3.325956106185913,video-1,end
22599,50,3.2740774880332504,2.337764024734497,7.449995756149292,4.842627286911011,5.601392507553101,video-1,end
22649,50,2.7855819867117715,2.637941956520081,7.369757175445557,5.122591495513916,6.163942337036133,video-1,end
22674,50,2.766929800045085,2.6486741304397583,7.369936466217041,5.260727882385254,6.62917947769165,video-1,start
22699,50,2.777136052318294,2.6322344541549683,7.384085655212402,5.280468940734863,6.629678964614868,video-1,start
22736,50,2.7576434263311542,2.424886107444763,7.560993194580078,5.073993682861328,6.628880262374878,video-1,active
22749,50,2.7383140713162613,2.256219506263733,7.716684103012085,4.841067552566528,6.702523708343506,video-1,active
22799,50,2.1907155345281897,1.97210305929184,8.275797367095947,3.61832046508789,6.901015520095825,video-1,active
22849,50,1.9643278498553745,3.192075610160828,8.310841083526611,3.408138632774353,6.828071594238281,video-1,active
22899,50,0.9593306019714628,3.312539577484131,8.295540809631348,2.6919718980789185,7.605699062347412,video-1,active
22949,50,1.342630952940504,2.692464590072632,7.447466850280762,2.231669306755066,8.274203777313232,video-1,active
22999,50,1.288152075450247,1.8397150337696075,8.564329624176025,1.9813981652259829,8.133034706115723,video-1,active
23049,50,1.870714725871352,2.9560197591781616,7.447014331817627,1.3622779250144958,8.490381717681885,video-1,active
23099,50,1.7883433193864935,3.0333927869796757,7.532025337219238,1.7505013346672058,8.768765926361084,video-1,active
23149,50,0.8856961177482527,3.2502903938293457,7.810853958129883,2.560508370399475,8.28588056564331,video-1,active
23193,50,0.6151979230254249,3.267995595932007,7.752205610275267,3.2376039028167725,8.283280849456787,video-1,end
23199,50,0.6309259563191829,3.2427425384521484,7.747369050979614,3.359890580177307,8.242741107940674,video-1,end
23249,50,1.2916409237752453,2.934128165245056,7.368349552154541,4.09981632232666,7.864533185958862,video-1,end
23299,50,1.907635526918113,2.941613554954529,6.119687080383301,4.449442386627197,7.60007643699646,video-1,end
23349,50,2.413530241532843,3.719583988189697,5.226966381072998,4.496726512908936,6.9817211627960205,video-1,end
23399,50,5.357576826892178,4.878617763519287,0.8893150091171265,4.219831228256226,6.735819816589356,video-1,end
23449,50,4.886456159615233,5.071600675582886,2.2763993740081787,4.077160835266113,6.715855598449707,video-1,end
23499,50,4.902650696846728,4.9255547523498535,2.160317301750183,4.069423198699951,6.734385013580322,video-1,end
23549,50,4.162970927959124,3.5208945274353027,2.843428373336792,4.044225692749023,6.879368782043457,video-1,end
23599,50,4.084619610003217,2.4770171642303467,3.2774012088775635,3.952070116996765,7.118581056594849,video-1,end
23649,50,3.829019941856698,1.5202815532684326,4.265206575393677,3.684824705123901,7.412423849105835,video-1,end
23699,50,3.526960818968441,1.0627209544181824,4.981310844421387,3.689523577690125,7.405413866043091,video-1,end
23749,50,3.287447581551868,0.763824999332428,5.989980697631836,3.664103746414185,7.404851913452148,video-1,end
23799,50,3.18841928406658,0.6612269580364227,6.520542860031128,3.67148232460022,7.404851913452148,video-1,end
23807,50,3.210926467675141,0.5685583353042603,6.520542860031128,3.672869920730591,7.404964208602905,video-1,start
23849,50,3.2126494031977404,0.6438529193401337,6.539607286453247,3.773856282234192,7.465080499649048,video-1,start
